Word,POS,Label
2,CD,O
Susun,NNP,O
Payung,NNP,B-TYPE
Payung,NNP,B-TYPE
Lipat,NNP,I-TYPE
Payung,NNP,B-TYPE
Lucu,NNP,I-TYPE
Marlee,NNP,B-BRAND
Flatbed,NNP,B-TYPE
Flip,NNP,I-TYPE
Sandal,NNP,I-TYPE
IB-11,NNP,B-NAME
Hitam,NNP,B-COLOR
Lingerie,NNP,B-TYPE
Magnificent,NNP,O
Black,NNP,B-COLOR
Lingerie,NNP,B-TYPE
Satin,NNP,B-MATERIAL
Lace,NNP,B-TYPE
Dress,NNP,I-TYPE
Smart,NNP,B-TYPE
Cover,NNP,I-TYPE
PU,NNP,B-MATERIAL
Leather,NNP,I-MATERIAL
Case,NNP,B-TYPE
lampu,JJ,B-TYPE
stage,FW,I-TYPE
u.f.o,FW,B-SHAPE
Sealer,NNP,B-TYPE
Hand,NNP,I-TYPE
Portable,NNP,B-TYPE
Sealer,NNP,I-TYPE
Perekat,NNP,B-TYPE
Plastik,NNP,I-TYPE
Makanan,NNP,I-TYPE
Winky,NNP,B-BRAND
Cream,NNP,B-COLOR
Blazer,NNP,B-TYPE
Zara,NNP,B-BRAND
Button,NNP,B-TYPE
Coco,NNP,I-TYPE
neck,NNP,I-TYPE
Apple,NNP,B-BRAND
USB,NNP,B-TYPE
Data,NNP,I-TYPE
Charging,NNP,I-TYPE
Lightning,NNP,I-TYPE
Cable,NNP,I-TYPE
Dancow,NNP,B-BRAND
FortiGro,NNP,B-NAME
800,CD,B-MASS
gr,FW,I-MASS
bundle,FW,B-TYPE
SENAI,NNP,B-TYPE
PIPA,NNP,I-TYPE
MANUAL,NNP,I-TYPE
1-2,CD,B-SIZE
-,Z,I-SIZE
2,CD,I-SIZE
XPTOOL,NNP,B-BRAND
SENAI,NNP,B-TYPE
PIPA,NNP,I-TYPE
MANUAL,NNP,I-TYPE
SENAI,NNP,B-TYPE
PIPA,NNP,I-TYPE
Tempered,NNP,B-TYPE
Glass,NNP,I-TYPE
K-BOX,NNP,B-BRAND
SGM,NNP,B-NAME
Progress,NNP,I-NAME
900gr,CD,B-MASS
soflen,NN,B-TYPE
BenQ,NNP,B-BRAND
GW2455H,NNP,B-NAME
Flicker,NNP,I-NAME
Free,NNP,I-NAME
Eye-Care,NNP,I-NAME
LED,NNP,B-TYPE
Monitor,NNP,I-TYPE
Jam,NNP,B-TYPE
LED,NNP,I-TYPE
2015,CD,O
Fashion,NND,B-THEME
olahraga,NN,B-THEME
jam,NN,B-TYPE
Digital,NNP,I-TYPE
silikon,NNP,B-MATERIAL
lari,VB,B-THEME
jam,NN,B-TYPE
gelang,NN,I-TYPE
untuk,SC,O
wanita,NN,B-GENDER
pria,NN,B-TYPE
anak,NN,B-AGE
jam,NN,B-TYPE
tangan,NN,I-TYPE
blaus,NN,B-NAME
Feminino,NNP,I-NAME
coklat,NNP,B-COLOR
Stiker,NNP,B-TYPE
Wall,NNP,B-TYPE
Sticker,NNP,I-TYPE
Dinding,NNP,O
Kaca,NNP,O
Kafe,NNP,O
DISPENSER,NNP,B-TYPE
ODOL,NNP,I-TYPE
Toothpaste,NNP,B-TYPE
Dispenser,NNP,I-TYPE
&,NNP,I-TYPE
Brush,NNP,I-TYPE
Set,NNP,I-TYPE
WHITE,NNP,B-COLOR
Pasta,NNP,B-TYPE
Gigi,NNP,I-TYPE
Dan,NNP,I-TYPE
Tempat,NNP,I-TYPE
Sikat,NNP,I-TYPE
Gigi,NNP,I-TYPE
dispencer,FW,I-TYPE
Beau,NNP,B-BRAND
Car,NNP,B-TYPE
Organizer,NNP,I-TYPE
Central,NNP,O
Armrest,NNP,O
Box,NNP,B-TYPE
Container,NNP,I-TYPE
Tray,NNP,B-TYPE
Accessory,NNP,I-TYPE
Upgrade,NNP,O
For,NNP,O
Camry,NNP,B-BRAND
intl,NNP,O
Musterring,NNP,B-BRAND
Spring,NNP,B-TYPE
Bed,NNP,I-TYPE
Standford,NNP,B-BRAND
Pillow,NNP,B-TYPE
Top-Hanya,NNP,O
Kasur,NNP,B-TYPE
Tanpa,NNP,I-TYPE
divan,NNP,I-TYPE
dan,CC,O
Sandaran,NNP,B-TYPE
Warna,NNP,O
Putih,NNP,B-COLOR
100X200,CD,B-SIZE
Tokomuda,NNP,O
Composite,NNP,B-TYPE
Clothes,NNP,I-TYPE
Hanger,NNP,B-TYPE
Jemuran,NNP,I-TYPE
Baju,NNP,I-TYPE
Dan,NNP,I-TYPE
Handuk,NNP,I-TYPE
Stainless,NNP,B-MATERIAL
Steel,NNP,I-MATERIAL
Abuabu,NNP,B-COLOR
Dijual,NNP,O
MORGEN,NNP,B-BRAND
MGO,NNP,B-NAME
3803D,CD,I-NAME
Mesin,NNP,B-TYPE
Absen,NNP,I-TYPE
Absensi,NNP,B-TYPE
Sidik,NNP,I-TYPE
Jari,NNP,I-TYPE
Fingerprint,NNP,B-TYPE
Diskon,NNP,O
20170821,CD,O
Lenovo,NNP,B-BRAND
A516,NNP,B-NAME
White,NNP,B-COLOR
Sun,NNP,B-TYPE
Shade,NNP,I-TYPE
Buggy,NNP,I-TYPE
Hood,NNP,I-TYPE
Black,NNP,B-COLOR
intl,NNP,O
KACA,NNP,B-TYPE
MATA,NNP,I-TYPE
OLAHRAGA,NNP,I-TYPE
RIVBOS,NNP,B-BRAND
TREX,NNP,I-BRAND
SPORTS,NNP,B-TYPE
POLARIZED,NNP,I-TYPE
SUNGLASSES,NNP,I-TYPE
UNTUK,NNP,O
SPORTS,NNP,O
5,CD,O
LENS,NNP,O
Jual,NNP,O
Parker,NNP,B-BRAND
IM,NNP,B-NAME
LQ,NNP,I-NAME
Black,NNP,B-COLOR
GT,NNP,B-NAME
BP,NNP,I-NAME
Berkualitas,NNP,O
20170821,CD,O
SidoMuncul,NNP,B-BRAND
Jahe,NNP,B-NAME
Wangi,NNP,I-NAME
Universal,FW,B-TYPE
clip,FW,I-TYPE
lens,FW,I-TYPE
fish,FW,I-TYPE
eye,FW,I-TYPE
3in1,CD,I-TYPE
Spirulina,NNP,B-TYPE
Capsule,NNP,I-TYPE
Masker,NNP,B-TYPE
Spirulina,NNP,I-TYPE
Masker,NNP,B-TYPE
Wajah,NNP,I-TYPE
Masker,NNP,B-TYPE
Herbal,NNP,I-TYPE
Apple,NNP,B-BRAND
IPhone,NNP,B-NAME
4S,CD,I-NAME
16GB,CD,B-CAPACITY
RAM,NN,O
2GB,CD,B-RAM
Rock,NNP,B-TYPE
n,NNP,I-TYPE
Roll,NNP,I-TYPE
Junction,NNP,I-TYPE
BOX,NNP,I-TYPE
For,NNP,I-TYPE
Cable,NNP,I-TYPE
Penggulung,NNP,B-TYPE
kabel,FW,I-TYPE
biar,FW,O
ga,FW,O
ribet),FW,O
Advan,NNP,B-BRAND
JR-108,NNP,B-NAME
Plus,NNP,I-NAME
Modem,NNP,B-TYPE
MIFI,NNP,I-TYPE
Putih,NNP,B-COLOR
Samsung,NNP,B-BRAND
Galaxy,NNP,B-NAME
Note,NNP,I-NAME
4,CD,I-NAME
N910H,CD,I-NAME
32GB,CD,B-CAPACITY
Moorlife,NNP,B-BRAND
Kiddy,NNP,B-TYPE
Tumbler,NNP,I-TYPE
DOREMEE,NNP,B-NAME
FUNIMAL,NNP,B-NAME
MY,NNP,B-NAME
DREAM,NNP,I-NAME
PROFESSIONAL,NNP,I-NAME
280,CD,B-DIMENSION
mL,NND,I-DIMENSION
Kunirin,NN,B-NAME
100,CD,I-NAME
Kapsul,NNP,I-NAME
||,NNP,O
Memelihara,NNP,O
Fungsi,NNP,O
Pencernaan,NNP,O
Dari,NNP,O
Ekstrak,NNP,O
Kunir,NNP,O
SKMEI,NNP,B-BRAND
Casual,NNP,O
Men,NNP,B-GENDER
Leather,NNP,B-TYPE
Strap,NNP,I-TYPE
Watch,NNP,I-TYPE
Water,NNP,O
Resistant,NNP,O
30m,CD,O
9103CL,CD,B-NAME
Whiskas,NNP,B-BRAND
Pouch,NNP,B-NAME
85gr,CD,B-MASS
Pistol,NNP,B-TYPE
Mainan,NNP,I-TYPE
Baretta,NNP,B-BRAND
Risurfingstore,NNP,B-BRAND
Mesin,NNP,B-TYPE
Jahit,NNP,I-TYPE
Genggam,NNP,I-TYPE
Mini,NNP,I-TYPE
Portabel,NNP,I-TYPE
Aluminium,NNP,B-MATERIAL
Rose,NNP,B-COLOR
Gold,NNP,I-COLOR
Free,NNP,O
Ultrathin,NNP,O
Mini,PR,B-TYPE
3D,CD,I-TYPE
Projector,NNP,I-TYPE
DLP,NNP,B-BRAND
termos,NN,B-TYPE
1liter,CD,B-CAPACITY
Ume,NNP,B-BRAND
Ultra,NNP,B-NAME
Fit,NNP,I-NAME
Air,NNP,I-NAME
Silicon,NNP,B-MATERIAL
Soft,NNP,B-TYPE
Case,NNP,I-TYPE
Helm,NNP,B-TYPE
TDR,NNP,B-BRAND
SAVVY,NNP,I-BRAND
Black,NNP,B-COLOR
Half,NNP,O
Face,NNP,O
Double,NNP,O
Visor,NNP,O
New,NNP,O
Generation,NNP,O
Mega,NNP,B-BRAND
6,NNP,I-BRAND
Far,NNP,O
Infrared,NNP,O
Hydrogen,NNP,B-TYPE
Water,NNP,I-TYPE
Size,NNP,B-SIZE
L,NNP,I-SIZE
600ml,NNP,B-DIMENSION
Botol,NNP,B-TYPE
Terapi,NNP,I-TYPE
Diabetes,NNP,I-TYPE
Chicken,NNP,B-TYPE
Pensil,NNP,B-TYPE
Alis,NNP,I-TYPE
Etude,NNP,B-NAME
Eyebrow,NNP,I-NAME
Pensil,NNP,O
Brush,NNP,O
alis,NNP,O
WUPP,NNP,B-BRAND
Cigarette,NNP,B-TYPE
Plug,NNP,I-TYPE
Motor,NNP,I-TYPE
Waterproof,NNP,I-TYPE
dengan,IN,O
12V,CD,B-CAPACITY
Black,NNP,B-COLOR
Anekaimportdotcom,NNP,B-BRAND
Matras,NNP,B-TYPE
Yoga,NNP,I-TYPE
Yoga,NNP,B-TYPE
Mat,NNP,I-TYPE
Tas</ENAMEX>),NNP,O
Ungu,NNP,B-COLOR
POWERBANK,NNP,B-TYPE
KEKT,NNP,B-BRAND
CERMIN,NNP,O
10400MAH,CD,B-CAPACITY
TEE,NNP,B-TYPE
KAOS,NNP,B-TYPE
ANAK,NNP,I-TYPE
KAOS,NNP,B-TYPE
KARAKTER,NNP,I-TYPE
1-6T,CD,B-AGE
Sprei,NNP,B-TYPE
Lady,NNP,B-BRAND
Rose,NNP,I-BRAND
PHILIPS,NNP,B-BRAND
LED,NNP,B-TYPE
TV,NNP,I-TYPE
43,NNP,B-DIMENSION
Inch,NNP,I-DIMENSION
43PFT5250,CD,O
Promo,NNP,O
Baby,NNP,B-TYPE
Safe,NNP,I-TYPE
Food,NNP,I-TYPE
Maker,NNP,I-TYPE
Berkualitas,NNP,O
20170821,CD,O
[CLEARANCE,NN,O
SALE],NNP,O
Blouse,NNP,B-TYPE
Wanita,NNP,B-GENDER
Dijual,NNP,O
ORICO,NNP,B-BRAND
6629S3,NNP,B-NAME
Dual,NNP,O
Bay,NNP,O
SATA3,NNP,O
0,CD,O
to,NN,O
USB3,CD,O
0,CD,O
Docking,NNP,B-TYPE
Station,NNP,I-TYPE
Promo,NNP,O
20170821,CD,O
Dijual,NNP,O
jual,VB,O
V04,NNP,B-NAME
Black,NNP,B-COLOR
Vention,NNP,B-BRAND
HDMI,NNP,B-TYPE
Male,NNP,I-TYPE
to,NNP,I-TYPE
VGA,NNP,I-TYPE
Female,NNP,I-TYPE
Adapter,NNP,I-TYPE
Converter,NNP,I-TYPE
Berkualitas,NNP,O
Seiko,NNP,B-BRAND
SNKN51K1,NNP,B-NAME
Jam,NNP,B-TYPE
Tangan,NNP,I-TYPE
Pria,NNP,B-GENDER
OTOMATIS,NNP,O
Tali,NNP,O
Logam,NNP,B-MATERIAL
White,NNP,B-COLOR
Silver,NNP,B-COLOR
Swiss,NNP,B-BRAND
Army,NNP,I-BRAND
Couple,NNP,B-NAME
SA,NNP,I-NAME
5195,CD,I-NAME
Couple,NNP,I-NAME
FB,NNP,I-NAME
RD,NNP,I-NAME
Jam,NNP,B-TYPE
Tangan,NNP,I-TYPE
Couple,NNP,I-TYPE
[NEW,NN,O
ARRIVAL,NNP,O
IN,NNP,O
CLIQUE-FASHION!],NNP,O
BASEBALL,NNP,B-TYPE
SWEATER,NNP,I-TYPE
NY83,NNP,B-THEME
Acer,NNP,B-BRAND
Predator,NNP,B-NAME
17,CD,I-NAME
G9-791-7552,NNP,I-NAME
Intel,NNP,B-PROCESSOR
Core,NNP,I-PROCESSOR
i7-6700HQ,CD,I-PROCESSOR
GTX,NNP,O
970M</ENAMEX>/,CD,O
16GB,CD,B-RAM
RAM,NN,I-RAM
17.3,CD,B-DIMENSION
"""/",Z,O
Win10,NNP,B-OS
")""",Z,O
Ncore,NNP,B-BRAND
Faith,NNP,B-NAME
Hope,NNP,I-NAME
Love,NNP,I-NAME
Women,NNP,B-GENDER
Tshirt,NNP,B-TYPE
bahan,NN,O
katun,CC,B-MATERIAL
Jual,NNP,O
KEYBOARD,NNP,B-TYPE
PAPAN,NNP,B-TYPE
TULIS,NNP,I-TYPE
3IN1,CD,O
(papan,NN,O
tulis,VB,O
putih,VB,B-COLOR
+papan,NN,O
tulis,VB,O
Hitam,NNP,B-COLOR
+magnetic),NNP,O
MO-3166,NNP,O
Sanwood,NNP,B-BRAND
Laki-Laki,NNP,B-GENDER
Emas,NNP,B-MATERIAL
Berlapis,NNP,I-MATERIAL
Kristal,NNP,I-MATERIAL
Campuran,NNP,I-MATERIAL
Jam,NNP,B-TYPE
Tangan,NNP,I-TYPE
Speaker,NNP,B-TYPE
Simbadda,NNP,B-BRAND
CST,NNP,B-NAME
1500,NNP,I-NAME
N,NNP,I-NAME
F.Disk,NNP,B-TYPE
+,NNP,I-TYPE
MMC,NNP,I-TYPE
Port,NNP,I-TYPE
D-R,NNP,B-BRAND
Original],NNP,O
Pinset,NNP,B-TYPE
Gold,NNP,B-COLOR
JM05,NNP,O
Ideal,NNP,O
D-R,NNP,B-BRAND
Original,NNP,O
Jam,NNP,B-TYPE
Tangan,NNP,I-TYPE
Lasebo,NNP,B-BRAND
8023,NNP,B-NAME
Rose,NNP,O
Gold,NNP,O
RoseGold,NNP,B-COLOR
RG,NNP,O
Original,NNP,O
DUNAHL,NNP,B-BRAND
POMADE,NNP,B-TYPE
AQUA,NNP,B-NAME
HEAVY,NNP,O
HOLD,NNP,O
1.4OZ,NNP,B-DIMENSION
WATERBASED,NNP,O
FREE,NNP,O
SISIR,NNP,B-TYPE
Teether,NNP,B-TYPE
Ange,NNP,B-BRAND
Giraffe,NNP,B-THEME
Baby,NNP,B-TYPE
Teether,NNP,I-TYPE
Mainan,NNP,B-TYPE
Bayi,NNP,B-AGE
Mainan,NNP,B-TYPE
Baby,NNP,B-AGE
Gigitan,NNP,B-TYPE
Bayi,NNP,B-AGE
Gigitan,NNP,B-TYPE
Baby,NNP,B-AGE
Mainan,NNP,B-TYPE
Gigitan,NNP,I-TYPE
Teether,NNP,B-TYPE
ZIPPO,FW,B-BRAND
SILVER,FW,B-NAME
SERI,NNP,I-NAME
CLASSIC,NNP,I-NAME
SUARA,NNP,O
CLING,NNP,O
2,CD,O
KALI,NNP,O
GAMIS,NNP,B-TYPE
REMPEL,NNP,I-TYPE
HK,NNP,O
2,CD,O
WARNA,NNP,O
[BRANDED,NN,O
HOODIE,NNP,B-TYPE
PULLOVER,NNP,B-TYPE
HOODIE,NNP,B-TYPE
LIGHTWEIGHT,NNP,B-TYPE
JAKET,NNP,B-TYPE
TIPIS,NNP,I-TYPE
)!,Z,O
ALL,NNP,O
HIGH,NNP,O
QUALITY!,NNP,O
Branch,NNP,B-THEME
Birds,NNP,I-THEME
Mini,NNP,B-TYPE
Notes,NNP,I-TYPE
||,NNP,O
BACA,NNP,O
DESKRIPSI,NNP,O
dahulu,NN,O
Promo,NNP,O
Kran,NNP,B-TYPE
Angsa,NNP,I-TYPE
Fleksibel,NNP,I-TYPE
Apple,NNP,B-BRAND
iPod,NNP,B-NAME
Nano,NNP,I-NAME
7th,CD,I-NAME
Abu-abu,NNP,B-COLOR
Dummy,FW,O
Replacement,FW,B-TYPE
Battery,FW,I-TYPE
Adapter,FW,I-TYPE
Cable,FW,I-TYPE
power,FW,I-TYPE
Baterai,NNP,I-TYPE
Shafiyyah.Sarban,NNP,B-BRAND
Sarung,NNP,B-TYPE
Bantal,NNP,I-TYPE
40x40,CD,B-DIMENSION
Kalkulator,NNP,B-TYPE
Casio,NNP,B-BRAND
SE-S10,NNP,B-NAME
Cash,NNP,B-TYPE
Register,NNP,I-TYPE
FAST,NNP,O
PO,NNP,O
--,Z,O
7-10,CD,O
HARI,NNP,O
--,Z,O
Nature,NNP,B-BRAND
Republic,NNP,I-BRAND
Byflower,NNP,B-NAME
Water,NNP,I-NAME
Tint,NNP,I-NAME
Moschino,NNP,B-TYPE
Toy,NNP,I-TYPE
For,NNP,O
Unisex,NNP,B-GENDER
EDT,NNP,O
50ml,NNP,B-MASS
Original,NNP,O
Jual,NNP,O
Murah,NNP,O
Sauce,NNP,B-TYPE
Barbeque,NNP,O
Asapbbq,NNP,O
Smoke,NNP,O
Sauce,NNP,B-TYPE
1kg,CD,B-MASS
Facial,NNP,B-TYPE
Pore,NNP,I-TYPE
Cleaner,NNP,I-TYPE
Pembersih,NNP,B-TYPE
Komedo,NNP,I-TYPE
Jerawat,NNP,I-TYPE
blackhead,FW,B-TYPE
removal,FW,I-TYPE
acne,FW,I-TYPE
Hardisk,NNP,B-TYPE
PC,NNP,O
Sata,NNP,B-BRAND
320GB,CD,O
Kursi,NNP,B-TYPE
Matras,NNP,I-TYPE
Pijat,NNP,I-TYPE
LUXURY,NNP,O
MASSAGE,NNP,B-TYPE
CUSHION,NNP,I-TYPE
MATRESS,NNP,I-TYPE
Dijual,NNP,O
Pisau,NNP,B-TYPE
Keramik,NNP,B-MATERIAL
Kitchen,NNP,B-TYPE
Knife,NNP,I-TYPE
Wedges,NNP,B-TYPE
CN3821,NNP,B-NAME
Tas,NNP,B-TYPE
Ransel,NNP,I-TYPE
Osprey,NNP,B-BRAND
Talon,NNP,I-BRAND
22,CD,B-NAME
green,NN,B-TYPE
bean,NN,I-TYPE
coffee,FW,I-TYPE
PREMA,NNP,B-BRAND
Jam,NNP,B-TYPE
Tangan,NNP,I-TYPE
Analog,NNP,I-TYPE
Wanita,NNP,B-GENDER
Strap,NNP,O
Kulit,NNP,B-MATERIAL
Sintetis,NNP,I-MATERIAL
Women,NNP,B-GENDER
Leather,NNP,B-MATERIAL
Fashion,NNP,B-TYPE
Wrist,NNP,I-TYPE
Watch,NNP,I-TYPE
MicroSDHC,NNP,B-TYPE
16GB,CD,B-CAPACITY
Hot,NNP,O
Sale,NNP,O
Drawing,NNP,B-NAME
Eye,NNP,I-NAME
Brow,NNP,I-NAME
New,NNP,I-NAME
.Isi,NNP,O
Lebih,NNP,O
Panjang.,NNP,O
1,NNP,B-NAME
Dark,NNP,B-COLOR
Brown,NNP,I-COLOR
100,NNP,O
Persen,NNP,O
Ori,NNP,O
Mama,NNP,B-BRAND
Soya,NNP,I-BRAND
Kemasan,NNP,O
Baru,NNP,O
200gr,CD,B-MASS
Huion,NNP,B-BRAND
GT-185,CD,B-NAME
18.5,CD,B-DIMENSION
Inch,NNP,I-DIMENSION
Graphic,NNP,B-TYPE
Drawing,NNP,I-TYPE
Tablet,NNP,I-TYPE
Monitor,NNP,I-TYPE
Techno,NNP,B-BRAND
Keyboard,NNP,B-TYPE
T-5000,NNP,B-NAME
Hitam,NNP,B-COLOR
Balok,NNP,B-TYPE
Mesjid,NNP,I-TYPE
Seblak,NNP,B-NAME
Basah,NNP,I-NAME
Instan,NNP,I-NAME
Cup,NNP,I-NAME
Mommy,NNP,B-BRAND
Original,NNP,O
HARGA,NNP,O
PROMO,NNP,O
paket,NN,B-TYPE
cream,NN,B-BRAND
mutiara,NN,I-BRAND
bandung,VB,I-BRAND
Indosat,NNP,B-BRAND
Super,NNP,B-NAME
Internet,NNP,I-NAME
Inject,NNP,O
Tembak,NNP,O
Isi,NNP,O
Ulang,NNP,O
Sate,FW,B-TYPE
Hj,NNP,B-BRAND
Maryam,NNP,I-BRAND
kunci,NN,B-TYPE
moment,FW,I-TYPE
kunci,NN,B-TYPE
torsi,NN,I-TYPE
torque,FW,B-TYPE
wrench,FW,I-TYPE
electonic,FW,I-TYPE
&,FW,I-TYPE
snap,FW,I-TYPE
on,FW,I-TYPE
Etude,NNP,B-BRAND
House,NNP,I-BRAND
Skin,NNP,B-NAME
Fit,NNP,I-NAME
Foundation,NNP,I-NAME
SPF30/PA++,NNP,I-NAME
Gaya,NN,O
sederhana,NN,O
nilon,NN,B-MATERIAL
tahan,NN,I-MATERIAL
air,NN,I-MATERIAL
Multi-effects,NNP,B-NAME
4-in-1,NNP,I-NAME
Guitar,NNP,I-NAME
TONE,NNP,I-NAME
MAKESTATON,NNP,I-NAME
Mesin,NNP,B-TYPE
Trafo,NNP,I-TYPE
Las,NNP,I-TYPE
TIG,NNP,I-TYPE
Argon,NNP,B-NAME
DAIDEN,NNP,B-BRAND
TIGi,NNP,B-NAME
Stainless,NNP,B-MATERIAL
MMA,NNP,O
JAPAN,NNP,O
Telkomsel,NNP,B-BRAND
Perdana,NNP,B-NAME
Simpati,NNP,I-NAME
Nomor,NNP,O
Cantik,NNP,O
0812,CD,O
9,CD,O
77,CD,O
22334,CD,O
Yellow,NNP,B-NAME
Raflesia,NNP,I-NAME
Bengkulu,NNP,I-NAME
Cat,NNP,I-NAME
eye,NNP,I-NAME
Michellisto,NNP,B-BRAND
Quicksand,NNP,I-BRAND
Case,NNP,B-TYPE
Xiaomi,NNP,B-BRAND
Redmi,NNP,B-NAME
3s,CD,I-NAME
3,CD,I-NAME
Pro,NNP,I-NAME
Silicon,NNP,B-MATERIAL
Soft,NNP,I-MATERIAL
HQ,NNP,O
5584,NNP,O
Black,NNP,B-COLOR
ShoulderBag,NNP,B-TYPE
KUNING,NNP,B-COLOR
Flex,NNP,B-TYPE
Led,NNP,I-TYPE
Strip,NNP,I-TYPE
5050,NNP,I-TYPE
SMD,NNP,I-TYPE
waterproof,NNP,O
5,CD,B-DIMENSION
meter,NN,I-DIMENSION
BEST,NNP,O
QUALITY,NNP,O
Nexian,NNP,B-BRAND
Journey,NNP,B-NAME
Android,NNP,B-OS
One,NNP,I-OS
Ram,NNP,O
1GB,CD,B-RAM
8GB,CD,B-RAM
power,FW,B-TYPE
supply,FW,I-TYPE
jaring,FW,I-TYPE
Prostar,IN,B-BRAND
100%,CD,B-NAME
Whey,NNP,I-NAME
Protein,NNP,I-NAME
1,NNP,B-MASS
Lb,NNP,I-MASS
Jam,NNP,B-TYPE
Tangan,NNP,I-TYPE
Pria,NNP,B-GENDER
Alexandre,NNP,B-BRAND
Christie,NNP,I-BRAND
AC8499MD,NNP,B-NAME
Classic,NNP,O
Silver,NNP,B-COLOR
Dial,NNP,O
White,NNP,B-COLOR
League,FW,B-BRAND
sandal,NN,B-TYPE
Dos,NNP,I-TYPE
Black,NNP,B-COLOR
Blue,NNP,B-COLOR
DM-19,CD,O
Disney,FW,B-NAME
Motor,FW,I-NAME
chim,FW,I-NAME
chim,FW,I-NAME
motor,FW,I-NAME
donald,FW,B-THEME
duck,FW,I-THEME
Cars,NNP,B-THEME
Lightning,NNP,I-THEME
Mcqueen,NNP,I-THEME
Radiator,NNP,I-THEME
Spring,NNP,I-THEME
Rally,NNP,I-THEME
Large,NNP,O
Paper,NNP,B-TYPE
Bag,NNP,I-TYPE
POMPA,NNP,B-TYPE
GALON,NNP,I-TYPE
MANUAL,NNP,I-TYPE
[Free,IN,O
Delivery],NNP,O
Haengnam,NNP,B-BRAND
his,NNP,B-NAME
Golden,NNP,I-NAME
Flower,NNP,I-NAME
A,NNP,O
2,CD,O
4p,CD,O
a,FW,O
cup,FW,B-TYPE
of,FW,I-TYPE
coffee,FW,I-TYPE
Paket,NNP,B-TYPE
Perawatan,NNP,I-TYPE
Wajah,NNP,I-TYPE
Jerawat,NNP,I-TYPE
Immortal,NNP,B-BRAND
",Standar",NNP,O
"Klinik/Dokter,BerBPOM",NNP,O
Tank,NNP,B-TYPE
Top,NNP,I-TYPE
Material,NNP,O
:,Z,O
Cotton,NNP,B-MATERIAL
Combed,NNP,I-MATERIAL
30S,CD,O
PAlight,NNP,B-BRAND
Table,NNP,B-TYPE
Tennis,NNP,I-TYPE
Balls,NNP,I-TYPE
3-Star,CD,B-NAME
40mm,CD,B-DIMENSION
Sports,NNP,B-TYPE
Alseye,NNP,B-BRAND
Kipas,NNP,B-TYPE
Cpu,NNP,I-TYPE
Fan,NNP,I-TYPE
Soon,NNP,O
Cool,NNP,O
RGB,NNP,B-COLOR
15,CD,O
Led,NNP,O
sync,FW,B-TYPE
charging,FW,I-TYPE
stand,FW,I-TYPE
Cardboard,NNP,B-TYPE
Head,NNP,I-TYPE
Mount,NNP,I-TYPE
Plastic,NNP,I-TYPE
Version,NNP,I-TYPE
3D,CD,I-TYPE
Virtual,NNP,I-TYPE
Reality,NNP,I-TYPE
for,NNP,O
Smartphone,NNP,O
Black,NNP,B-COLOR
Apple,NNP,B-BRAND
iPad,NNP,B-NAME
Mini,NNP,I-NAME
Retina,NNP,I-NAME
Wifi,NNP,I-NAME
16Gb,NNP,B-CAPACITY
Garansi,NNP,O
Resmi,NNP,O
TAM,NNP,O
Honda,NNP,B-BRAND
New,NNP,B-NAME
Scoopy,NNP,I-NAME
eSP,NNP,I-NAME
Stylish,NNP,O
Fancy,NNP,O
Black,NNP,B-COLOR
OTR,NNP,O
"Jakarta,",NNP,O
"Tangerang,",NNP,O
Autovision,NNP,B-BRAND
Apex3R,NNP,B-NAME
DRL,NNP,I-NAME
LED,NNP,B-TYPE
Sepeda,NNP,I-TYPE
Motor,NNP,I-TYPE
Cahaya,NNP,O
Putih,NNP,B-COLOR
Milo,NNP,B-BRAND
35G,CD,B-MASS
(Khusus,NN,O
Jadetabek),NNP,O
UME,NNP,B-BRAND
Flipcase,NNP,B-TYPE
lampu,JJ,B-TYPE
sepeda,VB,I-TYPE
depan,NN,I-TYPE
LL,NNP,B-NAME
5658,CD,I-NAME
YOSOO,NNP,B-BRAND
90mm,CD,B-DIMENSION
3Pin,CD,B-TYPE
Fan,NNP,I-TYPE
CPU,NNP,I-TYPE
Cooler,NNP,I-TYPE
Quiet,NNP,B-NAME
OnePlus,NNP,B-BRAND
One,NNP,I-BRAND
16GB,CD,B-CAPACITY
+FREE,FW,O
earphone,FW,O
OnePlus,NNP,O
JBL,NNP,O
E1,NNP,O
Nomor,NNP,O
Cantik,NNP,O
Simpati,NNP,B-BRAND
LOOP,NNP,B-NAME
Telkomsel,NNP,B-NAME
4G,CD,O
3G,CD,O
Kwarted,NNP,O
Satu,CD,O
1111,CD,O
Nano,NNP,B-SIZE
Micro,NNP,B-SIZE
Standar,NNP,O
Murah,NNP,O
Meriah,NNP,O
Nocan,NNP,O
Super,NNP,O
Mewah,NNP,O
HOKI,NNP,O
Gantungan,NN,B-TYPE
kunci,NN,I-TYPE
dompet,NN,B-TYPE
kunci,NN,I-TYPE
mobil,NN,B-TYPE
Toyota,NNP,B-THEME
Unik,NNP,O
Kendo,NNP,B-BRAND
Vape,NNP,B-TYPE
Cotton,NNP,I-TYPE
Gold,NNP,B-NAME
Edition,NNP,I-NAME
Authentic,NNP,I-NAME
39,CD,I-NAME
Kapas,NNP,B-TYPE
Premium,NNP,O
CO005,NNP,B-NAME
Berkualitas,NNP,O
Peyek,NN,B-TYPE
Kacang,NNP,I-TYPE
Krenyes,NNP,O
Tempat,NNP,B-TYPE
